Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2016,2014-2020,0,166603,58031,1835
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2017,2014-2020,1096425,1195410,34478,1090
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2018,2014-2020,1747849,1841352,32568,1029
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2019,2014-2020,2363196,2201345,56375,1782
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2020,2014-2020,1298050,1343921,15977,505
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2021,2014-2020,1599928,1498485,35334,1117
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EMFF,2022,2014-2020,932333,790663,49346,1560
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2015,2014-2020,0,20101,1725,54
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2016,2014-2020,40126,2505948,211711,6694
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2017,2014-2020,4962315,9727809,1784757,56438
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2018,2014-2020,12747222,13725112,2218306,70149
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2019,2014-2020,11333120,16246232,2175607,68798
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2020,2014-2020,17693240,20894072,2531223,80044
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2021,2014-2020,26669857,19024271,1694041,53570
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2022,2014-2020,17361978,8664313,746766,23614
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2016,2014-2020,0,157205,16854,533
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2017,2014-2020,412813,1322693,97554,3084
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2018,2014-2020,2802110,10654898,841946,26624
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2019,2014-2020,23423101,17380894,1549146,48988
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2020,2014-2020,4963231,9687538,1238923,39178
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2021,2014-2020,14992167,14830132,1373681,43439
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2022,2014-2020,19536873,12096934,797682,25224
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2016,2014-2020,0,91334,7888,249
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2017,2014-2020,184459,617977,332064,10500
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2018,2014-2020,728130,2355172,264079,8350
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2019,2014-2020,4004577,2786783,158116,5000
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2020,2014-2020,1480486,1202221,148343,4691
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2021,2014-2020,394047,1081698,248215,7849
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",YEI,2022,2014-2020,2713320,1369834,116033,3669
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2014,2014-2020,0,2853991,1581006,49995
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2015,2014-2020,27562036,28608400,579647,18330
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2016,2014-2020,37667158,36976516,382589,12098
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2017,2014-2020,30997385,31279332,156188,4939
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2018,2014-2020,33720251,34873959,639111,20210
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2019,2014-2020,44862027,44806709,30644,969
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2020,2014-2020,44327792,43531712,440998,13945
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2021,2014-2020,36639761,34590035,1135472,35906
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EAFRD,2022,2014-2020,16844813,15100567,966247,30555
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2016,2014-2020,0,200497,69854,2208
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2017,2014-2020,1319742,1439030,41560,1314
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2018,2014-2020,2104941,2217145,39092,1236
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2019,2014-2020,2843507,2648887,67806,2144
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2020,2014-2020,1562452,1617656,19233,608
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2021,2014-2020,1925820,1803739,42533,1345
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",EMFF,2022,2014-2020,1122241,951748,59400,1878
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2015,2014-2020,0,24206,2078,65
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2016,2014-2020,48321,3016272,254826,8058
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2017,2014-2020,5973000,11712191,2147874,67921
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2018,2014-2020,15350371,16521016,2670191,84438
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2019,2014-2020,13635013,19552018,2618747,82812
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2020,2014-2020,21297206,25149919,3046731,96346
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2021,2014-2020,32102285,22899602,2039053,64480
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ERDF,2022,2014-2020,20898469,10429441,898864,28424
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2016,2014-2020,0,189223,20287,641
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2017,2014-2020,496893,1592558,117474,3714
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2018,2014-2020,3374073,12825427,1013347,32044
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2019,2014-2020,28193003,20920556,1864662,58965
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2020,2014-2020,5974200,11660766,1491273,47158
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2021,2014-2020,18045947,17850909,1653476,52287
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",ESF,2022,2014-2020,23516372,14561047,960164,30363
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2016,2014-2020,0,109936,9494,300
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2017,2014-2020,222029,744006,399679,12638
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2018,2014-2020,876785,2834902,317838,10050
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2019,2014-2020,4819938,3354268,190312,6018
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2020,2014-2020,1782049,1447106,178558,5646
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2021,2014-2020,474311,1302025,298773,9448
UK,UKJ,"UKJ2 Surrey, East and West Sussex",UKJ2,"Surrey, East and West Sussex",YEI,2022,2014-2020,3266001,1648870,139668,4416
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2014,2014-2020,0,1949297,1089532,34454
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2015,2014-2020,18969102,19679557,397098,12557
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2016,2014-2020,25882716,25411759,263234,8324
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2017,2014-2020,21299713,21476550,98840,3125
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2018,2014-2020,23020556,23795387,433080,13695
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2019,2014-2020,30560623,30540177,11428,361
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2020,2014-2020,30361658,29820535,302452,9564
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2021,2014-2020,25095856,23702587,778748,24626
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EAFRD,2022,2014-2020,11537602,10351978,662687,20956
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2016,2014-2020,0,137536,48047,1519
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2017,2014-2020,907264,988452,28362,896
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2018,2014-2020,1442821,1518679,26500,838
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2019,2014-2020,1943217,1810869,46234,1462
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2020,2014-2020,1070178,1107908,13180,416
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2021,2014-2020,1319061,1235623,29148,921
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,EMFF,2022,2014-2020,768662,652137,40707,1287
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2015,2014-2020,0,16640,1428,45
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2016,2014-2020,33226,2073032,175158,5539
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2017,2014-2020,4106167,8033830,1468953,46452
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2018,2014-2020,10526285,11308912,1828912,57835
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2019,2014-2020,9311640,13377119,1793455,56714
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2020,2014-2020,14587202,17225386,2086284,65974
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2021,2014-2020,21987980,15686352,1396289,44154
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ERDF,2022,2014-2020,14314094,7145323,615583,19466
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2016,2014-2020,0,130074,13947,441
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2017,2014-2020,341592,1092948,80563,2547
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2018,2014-2020,2314741,8784617,693725,21937
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2019,2014-2020,19305402,14326433,1277028,40383
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2020,2014-2020,4091939,7986640,1021377,32298
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2021,2014-2020,12360301,12226720,1132458,35811
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,ESF,2022,2014-2020,16107187,9973729,657653,20796
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2016,2014-2020,0,75571,6527,206
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2017,2014-2020,152635,510230,273644,8653
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2018,2014-2020,601393,1941415,217575,6880
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2019,2014-2020,3299933,2296808,130305,4120
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2020,2014-2020,1220588,991188,122292,3867
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2021,2014-2020,324872,891766,204627,6470
UK,UKJ,UKJ3 Hampshire and Isle of Wight,UKJ3,Hampshire and Isle of Wight,YEI,2022,2014-2020,2236998,1129440,95660,3025
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2014,2014-2020,0,1821766,999542,31608
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2015,2014-2020,17450052,18122764,369094,11671
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2016,2014-2020,23893717,23467292,233965,7398
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2017,2014-2020,19809144,19988544,98430,3112
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2018,2014-2020,21527553,22280720,413237,13067
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2019,2014-2020,28741873,28690973,27926,883
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2020,2014-2020,28254325,27742738,280691,8876
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2021,2014-2020,23354011,22036788,722716,22854
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EAFRD,2022,2014-2020,10736804,9615893,615006,19448
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2016,2014-2020,0,127660,44372,1403
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2017,2014-2020,838708,915055,26536,839
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2018,2014-2020,1340293,1412748,25183,796
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2019,2014-2020,1816312,1691437,43404,1372
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2020,2014-2020,995900,1031153,12253,387
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2021,2014-2020,1227508,1149546,27097,856
UK,UKJ,UKJ4 Kent,UKJ4,Kent,EMFF,2022,2014-2020,715311,606433,37843,1196
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2015,2014-2020,0,9207,790,24
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2016,2014-2020,18376,1150381,97182,3073
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2017,2014-2020,2277588,4472961,822556,26011
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2018,2014-2020,5862856,6321299,1021169,32292
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2019,2014-2020,5229044,7485176,1001608,31673
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2020,2014-2020,8144843,9618601,1165448,36854
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2021,2014-2020,12277107,8756851,779974,24664
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ERDF,2022,2014-2020,7992351,3987687,343799,10871
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2016,2014-2020,0,120259,12893,407
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2017,2014-2020,315780,1013235,74774,2364
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2018,2014-2020,2147175,8174726,646219,20435
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2019,2014-2020,17974466,13337127,1188652,37588
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2020,2014-2020,3807927,7432711,950571,30059
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2021,2014-2020,11502401,11378078,1053973,33329
UK,UKJ,UKJ4 Kent,UKJ4,Kent,ESF,2022,2014-2020,14989224,9280837,612001,19353
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2016,2014-2020,0,69869,6034,190
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2017,2014-2020,141102,473666,254848,8059
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2018,2014-2020,558034,1807185,202698,6409
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2019,2014-2020,3073449,2138567,121345,3837
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2020,2014-2020,1135869,922366,113818,3599
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2021,2014-2020,302323,829936,190447,6022
UK,UKJ,UKJ4 Kent,UKJ4,Kent,YEI,2022,2014-2020,2081733,1050921,89026,2815
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2014,2014-2020,0,2473818,1356230,42887
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2015,2014-2020,23679898,24594877,501621,15862
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2016,2014-2020,32438263,31851053,321928,10180
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2017,2014-2020,26817367,27065130,135831,4295
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2018,2014-2020,29189004,30220070,565265,17875
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2019,2014-2020,39058584,38983181,41338,1307
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2020,2014-2020,38336809,37642196,380810,12042
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2021,2014-2020,31687829,29899357,980500,31006
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EAFRD,2022,2014-2020,14568205,13046277,834371,26385
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2016,2014-2020,0,173214,60170,1902
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2017,2014-2020,1137456,1241019,35975,1137
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2018,2014-2020,1817529,1916287,34305,1084
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2019,2014-2020,2466047,2296289,58969,1864
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2020,2014-2020,1351284,1399140,16623,525
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2021,2014-2020,1665541,1559710,36763,1162
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",EMFF,2022,2014-2020,970568,822768,51342,1623
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2015,2014-2020,0,24997,2145,67
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2016,2014-2020,49886,3120473,263601,8335
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2017,2014-2020,6177684,12133038,2233021,70614
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2018,2014-2020,15901090,17155264,2771109,87630
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2019,2014-2020,14201921,20318775,2718115,85954
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2020,2014-2020,22102619,26102184,3162854,100018
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2021,2014-2020,33316323,23762863,2116727,66936
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ERDF,2022,2014-2020,21688803,10820729,932994,29503
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2016,2014-2020,0,163098,17485,552
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2017,2014-2020,428261,1374087,101401,3206
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2018,2014-2020,2911799,11091676,876958,27731
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2019,2014-2020,24390403,18097465,1612870,51003
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2020,2014-2020,5166776,10085128,1289795,40786
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2021,2014-2020,15607004,15438314,1430102,45223
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",ESF,2022,2014-2020,20338091,12592565,830392,26259
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",YEI,2016,2014-2020,0,94758,8183,258
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",YEI,2017,2014-2020,191362,642464,345828,10936
UK,UKK,"UKK1 Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",YEI,2018,2014-2020,756749,2452125,275077,8698
