Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EAFRD,2019,2014-2020,24972604,24953334,10798,341
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EAFRD,2020,2014-2020,24784667,24343919,246990,7810
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EAFRD,2021,2014-2020,20486116,19351287,635945,20110
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EAFRD,2022,2014-2020,9418314,8452614,541167,17113
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2016,2014-2020,0,112425,39282,1242
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2017,2014-2020,741726,807551,22999,727
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2018,2014-2020,1176010,1238297,21763,688
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2019,2014-2020,1586949,1478826,37779,1194
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2020,2014-2020,873602,904397,10759,340
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2021,2014-2020,1076769,1008668,23795,752
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,EMFF,2022,2014-2020,627470,532363,33231,1050
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2015,2014-2020,0,31938,2715,85
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2016,2014-2020,62428,5767292,485036,15338
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2017,2014-2020,11213219,18521232,3047733,96377
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2018,2014-2020,22591771,23093302,4141807,130975
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2019,2014-2020,17303779,27818790,4054102,128201
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2020,2014-2020,31437152,37463257,4450283,140730
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2021,2014-2020,45790836,35125254,3602190,113911
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ERDF,2022,2014-2020,37962228,18540347,1651280,52218
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2016,2014-2020,0,300351,32730,1035
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2017,2014-2020,800541,1613260,88565,2800
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2018,2014-2020,2966724,11003012,875750,27693
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2019,2014-2020,24386271,17612958,1541028,48731
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2020,2014-2020,3803478,8652016,1240589,39230
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2021,2014-2020,14093600,14482535,1406404,44474
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,ESF,2022,2014-2020,20292715,12679196,829679,26236
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2016,2014-2020,0,61782,5336,168
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2017,2014-2020,124786,416411,223391,7064
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2018,2014-2020,490523,1584703,177633,5617
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2019,2014-2020,2693999,1875026,106376,3363
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2020,2014-2020,996383,809121,99829,3156
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2021,2014-2020,265198,727962,167040,5282
UK,UKG,UKG2 Shropshire and Staffordshire,UKG2,Shropshire and Staffordshire,YEI,2022,2014-2020,1826094,921978,78089,2469
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2015,2014-2020,0,38739,3325,105
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2016,2014-2020,77322,4847657,409553,12951
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2017,2014-2020,9598793,18847171,3460854,109441
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2018,2014-2020,24708364,26611059,4299562,135964
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2019,2014-2020,21983103,31497716,4216956,133351
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2020,2014-2020,34292630,40497001,4906421,155154
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2021,2014-2020,51690902,36870991,3283640,103837
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ERDF,2022,2014-2020,33650587,16791365,1447436,45771
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2016,2014-2020,0,190053,20376,644
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2017,2014-2020,499059,1601285,118174,3736
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2018,2014-2020,3393389,12907255,1020020,32255
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2019,2014-2020,28375804,21055618,1876636,59344
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2020,2014-2020,6012263,11735211,1500806,47459
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2021,2014-2020,18160920,17964634,1664054,52622
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,ESF,2022,2014-2020,23666198,14653578,966280,30556
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2016,2014-2020,0,110418,9536,301
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2017,2014-2020,222997,748340,402297,12721
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2018,2014-2020,881915,2853210,319941,10117
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2019,2014-2020,4851549,3376049,191555,6057
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2020,2014-2020,1793403,1456316,179701,5682
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2021,2014-2020,477333,1310346,300685,9508
UK,UKG,UKG3 West Midlands,UKG3,West Midlands,YEI,2022,2014-2020,3286809,1659326,140560,4444
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2014,2014-2020,0,2470099,1374323,43459
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2015,2014-2020,23943499,24844584,501349,15854
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2016,2014-2020,32678014,32085585,329618,10423
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2017,2014-2020,26935399,27164290,127351,4027
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2018,2014-2020,29154113,30147047,552452,17470
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2019,2014-2020,38778955,38741370,20912,661
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2020,2014-2020,38414623,37727297,382416,12093
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2021,2014-2020,31752148,29982439,984637,31136
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EAFRD,2022,2014-2020,14597775,13091814,837891,26496
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2016,2014-2020,0,173911,60673,1918
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2017,2014-2020,1145978,1248944,35922,1135
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2018,2014-2020,1824464,1921154,33732,1066
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2019,2014-2020,2461593,2293511,58639,1854
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2020,2014-2020,1354027,1401815,16671,527
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2021,2014-2020,1668922,1563240,36869,1165
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,EMFF,2022,2014-2020,972538,824947,51490,1628
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2015,2014-2020,0,21009,1803,57
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2016,2014-2020,41945,2618809,221261,6996
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2017,2014-2020,5186579,10156730,1860014,58818
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2018,2014-2020,13308483,14312353,2313986,73174
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2019,2014-2020,11799928,16935104,2269272,71760
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2020,2014-2020,18456235,21794588,2639978,83483
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2021,2014-2020,27819955,19845884,1766845,55872
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ERDF,2022,2014-2020,18110688,9039336,778909,24631
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2016,2014-2020,0,164304,17616,557
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2017,2014-2020,431469,1381414,101853,3220
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2018,2014-2020,2926061,11114498,877967,27763
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2019,2014-2020,24429218,18128186,1615836,51097
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2020,2014-2020,5177263,10105123,1292313,40866
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2021,2014-2020,15638682,15469666,1432868,45311
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,ESF,2022,2014-2020,20379372,12618874,832084,26312
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2016,2014-2020,0,95458,8244,260
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2017,2014-2020,192796,645133,346297,10950
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2018,2014-2020,760275,2456524,275368,8707
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2019,2014-2020,4176141,2906439,164898,5214
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2020,2014-2020,1544330,1254077,154734,4893
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2021,2014-2020,411039,1128317,258909,8187
UK,UKH,UKH1 East Anglia,UKH1,East Anglia,YEI,2022,2014-2020,2830328,1428961,121035,3827
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2014,2014-2020,0,1834817,1009172,31912
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2015,2014-2020,17611770,18296873,376814,11915
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2016,2014-2020,24187829,23743093,244610,7735
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2017,2014-2020,19918968,20117589,109244,3454
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2018,2014-2020,21825467,22563271,405801,12832
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2019,2014-2020,28907393,28866542,22468,710
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2020,2014-2020,28515280,28000043,283386,8961
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2021,2014-2020,23569706,22243089,729656,23073
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EAFRD,2022,2014-2020,10835968,9707063,620912,19634
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2016,2014-2020,0,128740,44791,1416
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2017,2014-2020,846466,923855,26924,851
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2018,2014-2020,1355294,1427562,25143,795
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2019,2014-2020,1830454,1704924,43674,1381
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2020,2014-2020,1005098,1040649,12368,391
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2021,2014-2020,1238845,1160225,27353,864
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,EMFF,2022,2014-2020,721918,612120,38200,1208
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2015,2014-2020,0,15513,1331,42
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2016,2014-2020,30965,1934837,163455,5168
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2017,2014-2020,3831038,7531059,1382524,43719
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2018,2014-2020,9878058,10633211,1717750,54320
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2019,2014-2020,8779129,12581913,1684730,53275
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2020,2014-2020,13700113,16178802,1960149,61985
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2021,2014-2020,20650829,14730172,1311836,41483
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ERDF,2022,2014-2020,13443613,6708238,578260,18286
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2016,2014-2020,0,121368,13012,411
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2017,2014-2020,318701,1023707,75586,2390
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2018,2014-2020,2169979,8250753,651946,20616
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2019,2014-2020,18137500,13458603,1199551,37933
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2020,2014-2020,3843096,7501250,959327,30336
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2021,2014-2020,11608636,11483169,1063676,33636
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,ESF,2022,2014-2020,15127663,9366725,617655,19531
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2016,2014-2020,0,70513,6090,192
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2017,2014-2020,142407,478422,257142,8131
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2018,2014-2020,564031,1823874,204491,6466
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2019,2014-2020,3100990,2157920,122439,3871
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2020,2014-2020,1146360,930891,114866,3632
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2021,2014-2020,305116,837585,192200,6077
UK,UKH,UKH2 Bedfordshire and Hertfordshire,UKH2,Bedfordshire and Hertfordshire,YEI,2022,2014-2020,2100960,1060658,89847,2841
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2014,2014-2020,0,1809328,995904,31493
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2015,2014-2020,17378268,18042465,365592,11561
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2016,2014-2020,23757758,23329254,235860,7458
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2017,2014-2020,19642054,19823064,99633,3150
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2018,2014-2020,21380626,22121113,407584,12888
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2019,2014-2020,28492870,28447685,24871,786
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2020,2014-2020,28058876,27552212,278881,8819
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2021,2014-2020,23192459,21887913,718058,22706
UK,UKH,UKH3 Essex,UKH3,Essex,EAFRD,2022,2014-2020,10662532,9552409,611042,19322
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2016,2014-2020,0,126802,44106,1394
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2017,2014-2020,833567,909341,26356,833
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2018,2014-2020,1331683,1403293,24908,787
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2019,2014-2020,1802426,1678689,43040,1361
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2020,2014-2020,989010,1023999,12170,384
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2021,2014-2020,1219017,1141640,26914,851
UK,UKH,UKH3 Essex,UKH3,Essex,EMFF,2022,2014-2020,710363,602302,37587,1188
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2015,2014-2020,0,12214,1048,33
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2016,2014-2020,24378,1524330,128775,4072
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2017,2014-2020,3018143,5925539,1088660,34426
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2018,2014-2020,7767257,8369054,1352151,42758
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2019,2014-2020,6917227,9907683,1326200,41938
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2020,2014-2020,10784668,12735943,1543069,48796
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2021,2014-2020,16256240,11595376,1032702,32656
UK,UKH,UKH3 Essex,UKH3,Essex,ERDF,2022,2014-2020,10582752,5280525,455211,14395
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2016,2014-2020,0,119520,12814,405
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2017,2014-2020,313844,1006842,74298,2349
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2018,2014-2020,2133568,8118273,641638,20290
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2019,2014-2020,17848633,13244023,1180388,37327
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2020,2014-2020,3781585,7381232,943982,29851
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2021,2014-2020,11422833,11299372,1046664,33098
UK,UKH,UKH3 Essex,UKH3,Essex,ESF,2022,2014-2020,14885536,9216737,607769,19219
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2016,2014-2020,0,69439,5997,189
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2017,2014-2020,140237,470581,253053,8002
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2018,2014-2020,554487,1794622,201258,6364
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2019,2014-2020,3051764,2123577,120492,3810
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2020,2014-2020,1128012,915990,113029,3574
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2021,2014-2020,300232,824184,189126,5980
UK,UKH,UKH3 Essex,UKH3,Essex,YEI,2022,2014-2020,2067333,1043671,88409,2795
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2015,2014-2020,0,17792,1527,48
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2016,2014-2020,35487,2226917,188074,5947
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2017,2014-2020,4406228,8700962,1612174,50981
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2018,2014-2020,11412301,12361371,1993873,63051
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2019,2014-2020,10286281,14656016,1956273,61862
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2020,2014-2020,15903105,18782535,2277039,72006
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2021,2014-2020,23971502,17093625,1523838,48188
UK,UKI,UKI1 Inner London,UKI1,Inner London,ERDF,2022,2014-2020,15605359,7781045,671502,21234
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2016,2014-2020,0,232685,24942,788
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2017,2014-2020,610901,1968448,145520,4601
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2018,2014-2020,4175053,15961215,1263403,39952
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2019,2014-2020,35118863,26054164,2321557,73414
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2020,2014-2020,7435117,14513691,1856246,58699
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2021,2014-2020,22458861,22216079,2058223,65086
UK,UKI,UKI1 Inner London,UKI1,Inner London,ESF,2022,2014-2020,29267011,18119523,1194941,37787
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2016,2014-2020,0,135190,11674,369
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2017,2014-2020,272972,921909,498108,15751
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2018,2014-2020,1085572,3529997,396349,12533
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2019,2014-2020,6007567,4178635,237147,7499
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2020,2014-2020,2217827,1800885,222270,7028
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2021,2014-2020,590298,1620649,371914,11760
UK,UKI,UKI1 Inner London,UKI1,Inner London,YEI,2022,2014-2020,4064661,2051632,173841,5497
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2015,2014-2020,0,35496,3047,96
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2016,2014-2020,70843,4427173,373993,11826
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2017,2014-2020,8765217,17247212,3169074,100214
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2018,2014-2020,22626592,24368040,3935645,124456
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2019,2014-2020,20132193,28836713,3860137,122068
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2020,2014-2020,31389016,37068544,4491371,142029
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2021,2014-2020,47314149,33747891,3005848,95053
UK,UKI,UKI2 Outer London,UKI2,Outer London,ERDF,2022,2014-2020,30801336,15368278,1324937,41898
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2016,2014-2020,0,347111,37214,1176
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2017,2014-2020,911465,2930025,216414,6843
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2018,2014-2020,6211910,23629789,1867410,59052
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2019,2014-2020,51948719,38546861,3435561,108641
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2020,2014-2020,11006389,21483308,2747496,86883
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2021,2014-2020,33246411,32887073,3046360,96334
UK,UKI,UKI2 Outer London,UKI2,Outer London,ESF,2022,2014-2020,43324685,26825411,1768924,55938
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2016,2014-2020,0,201668,17417,550
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2017,2014-2020,407275,1369654,736532,23291
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2018,2014-2020,1614771,5223776,585749,18523
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2019,2014-2020,8882192,6180673,350696,11090
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2020,2014-2020,3283105,2666002,328977,10403
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2021,2014-2020,873833,2398824,550462,17407
UK,UKI,UKI2 Outer London,UKI2,Outer London,YEI,2022,2014-2020,6017019,3037597,257319,8137
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2014,2014-2020,0,2370612,1312137,41493
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2015,2014-2020,22877605,23749233,482448,15256
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2016,2014-2020,31289262,30718076,316152,9997
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2017,2014-2020,25777024,26005282,126341,3995
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2018,2014-2020,27979826,28945965,534759,16910
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2019,2014-2020,37303552,37254122,27359,865
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2020,2014-2020,36826533,36164698,366326,11584
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2021,2014-2020,30439490,28735413,943209,29826
UK,UKJ,"UKJ1 Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",EAFRD,2022,2014-2020,13994292,12544182,802638,25381
